dataset/raw/caspeal/FM_000046_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FM_000046_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FM_000046_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FM_000046_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FM_000145_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R0_S0.tif;angry
dataset/raw/caspeal/FM_000145_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R0_S0.tif;happy
dataset/raw/caspeal/FM_000145_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FM_000145_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R0_S0.tif;surprise
dataset/raw/caspeal/FM_000214_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FM_000390_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FM_000688_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R0_S0.tif;angry
dataset/raw/caspeal/FM_000688_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R0_S0.tif;happy
dataset/raw/caspeal/FM_000688_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FM_000688_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R0_S0.tif;surprise
dataset/raw/caspeal/FO_000270_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FO_000363_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FO_001013_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FY_000007_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000007_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000007_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000007_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000010_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000010_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000010_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000010_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000013_IEU+00_PM+00_EF_A1_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000013_IEU+00_PM+00_EL_A1_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000013_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000013_IEU+00_PM+00_ES_A1_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000015_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000015_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000015_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000015_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000023_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R0_S0.tif;angry
dataset/raw/caspeal/FY_000023_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R0_S0.tif;happy
dataset/raw/caspeal/FY_000023_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FY_000023_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R0_S0.tif;surprise
dataset/raw/caspeal/FY_000025_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R0_S0.tif;angry
dataset/raw/caspeal/FY_000025_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R0_S0.tif;happy
dataset/raw/caspeal/FY_000025_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FY_000025_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R0_S0.tif;surprise
dataset/raw/caspeal/FY_000032_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000032_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000032_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000032_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000035_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R0_S0.tif;angry
dataset/raw/caspeal/FY_000035_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R0_S0.tif;happy
dataset/raw/caspeal/FY_000035_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FY_000035_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R0_S0.tif;surprise
dataset/raw/caspeal/FY_000045_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000045_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000045_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000045_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000048_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000048_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000048_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000048_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000053_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R0_S0.tif;angry
dataset/raw/caspeal/FY_000053_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R0_S0.tif;happy
dataset/raw/caspeal/FY_000053_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R0_S0.tif;neutral
dataset/raw/caspeal/FY_000053_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R0_S0.tif;surprise
dataset/raw/caspeal/FY_000056_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000056_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000056_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000056_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000063_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000063_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000063_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000063_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000068_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R1_S0.tif;angry
dataset/raw/caspeal/FY_000068_IEU+00_PM+00_EL_A0_D0_T0_BB_M0_R1_S0.tif;happy
dataset/raw/caspeal/FY_000068_IEU+00_PM+00_EN_A0_D0_T0_BB_M0_R1_S0.tif;neutral
dataset/raw/caspeal/FY_000068_IEU+00_PM+00_ES_A0_D0_T0_BB_M0_R1_S0.tif;surprise
dataset/raw/caspeal/FY_000070_IEU+00_PM+00_EF_A0_D0_T0_BB_M0_R0_S0.tif;angry
