dataset/raw/hijrah/001 P001/happy/IMG_20190323_164444.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164445.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164446.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164447.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164448.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164451.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164452.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164453.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164454.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164455.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164456.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164508.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164509_1.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164511.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164512.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164513_1.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164533_1.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164534_1.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164536.jpg;happy
dataset/raw/hijrah/001 P001/happy/IMG_20190323_164537.jpg;happy
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164246.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164248.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164249.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164249_2.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164251.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164252.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164252_2.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164254.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164255.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164318.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164319.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164320.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164321_1.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164323.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164324.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164325.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164326.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164327.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164328.jpg;neutral
dataset/raw/hijrah/001 P001/neutral/IMG_20190323_164350.jpg;neutral
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164925.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164928_1.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164929_1.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164931.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164932.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164933.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164934.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164935.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164936.jpg;surprise
dataset/raw/hijrah/001 P001/surprise/IMG_20190323_164947_1.jpg;surprise
